hard_sl_pct,min_confidence,month,pnl,return_pct,risk_per_trade_pct,time_stop_minutes,trades,win_rate
5.0,0.9,2025-10,-28411.95,-56.824,9,5,106,0.3585
5.0,0.9,2025-11,-6946.01,-13.892,9,5,90,0.3778
5.0,0.95,2025-09,-32989.16,-65.978,9,5,78,0.5
5.0,0.95,2025-10,-8041.16,-16.082,9,5,76,0.3421
5.0,0.95,2025-11,-6450.94,-12.902,9,5,85,0.4
5.0,0.95,2025-12,8325.98,16.652,9,5,106,0.4245
5.0,0.95,2026-01,-7267.05,-14.534,9,5,82,0.3171
5.0,0.95,2026-02,10062.94,20.126,9,5,95,0.4842
5.0,0.95,2026-03,-13341.3,-26.683,9,5,42,0.2619
5.0,1.0,2025-09,-24122.7,-48.245,9,5,51,0.4902
5.0,1.0,2025-10,12089.7,24.179,9,5,55,0.4182
5.0,1.0,2025-11,-12877.99,-25.756,9,5,65,0.4154
5.0,1.0,2025-12,49306.69,98.613,9,5,79,0.443
5.0,1.0,2026-01,-56677.69,-113.355,9,5,59,0.2712
5.0,1.0,2026-02,96846.22,193.692,9,5,63,0.5079
5.0,1.0,2026-03,-114456.56,-228.913,9,5,29,0.2759
5.0,0.8,2025-09,-46728.94,-93.458,10,5,183,0.4536
5.0,0.8,2025-10,-2454.11,-4.908,10,5,161,0.3665
5.0,0.85,2025-09,-36361.24,-72.722,10,5,126,0.4603
5.0,0.85,2025-10,-7873.16,-15.746,10,5,146,0.4041
5.0,0.85,2025-11,-4877.51,-9.755,10,5,30,0.2667
5.0,0.9,2025-09,-13769.17,-27.538,10,5,101,0.5149
5.0,0.9,2025-10,-28411.95,-56.824,10,5,106,0.3585
5.0,0.9,2025-11,-6946.01,-13.892,10,5,90,0.3778
5.0,0.95,2025-09,-32989.16,-65.978,10,5,78,0.5
5.0,0.95,2025-10,-8041.16,-16.082,10,5,76,0.3421
5.0,0.95,2025-11,-6450.94,-12.902,10,5,85,0.4
5.0,0.95,2025-12,8325.98,16.652,10,5,106,0.4245
5.0,0.95,2026-01,-7267.05,-14.534,10,5,82,0.3171
5.0,0.95,2026-02,10062.94,20.126,10,5,95,0.4842
5.0,0.95,2026-03,-13341.3,-26.683,10,5,42,0.2619
5.0,1.0,2025-09,-24122.7,-48.245,10,5,51,0.4902
5.0,1.0,2025-10,12089.7,24.179,10,5,55,0.4182
5.0,1.0,2025-11,-12877.99,-25.756,10,5,65,0.4154
5.0,1.0,2025-12,49306.69,98.613,10,5,79,0.443
5.0,1.0,2026-01,-56677.69,-113.355,10,5,59,0.2712
5.0,1.0,2026-02,96846.22,193.692,10,5,63,0.5079
5.0,1.0,2026-03,-114456.56,-228.913,10,5,29,0.2759
5.0,0.8,2025-09,10794.53,21.589,1,10,183,0.4536
5.0,0.8,2025-10,-2080.31,-4.161,1,10,215,0.4
5.0,0.8,2025-11,-23560.16,-47.12,1,10,242,0.3802
5.0,0.8,2025-12,-2293.99,-4.588,1,10,261,0.4023
5.0,0.8,2026-01,-10231.2,-20.462,1,10,235,0.3489
5.0,0.8,2026-02,76.65,0.153,1,10,248,0.4194
5.0,0.8,2026-03,-2869.39,-5.739,1,10,220,0.3364
5.0,0.8,2026-04,-11025.26,-22.051,1,10,170,0.3706
5.0,0.8,2026-05,1347.15,2.694,1,10,242,0.3884
5.0,0.8,2026-06,-1197.79,-2.396,1,10,244,0.418
5.0,0.8,2026-07,-1008.0,-2.016,1,10,259,0.4131
5.0,0.8,2026-08,625.54,1.251,1,10,265,0.4075
5.0,0.8,2026-09,-2514.22,-5.028,1,10,55,0.2727
5.0,0.85,2025-09,21106.58,42.213,1,10,126,0.4603
5.0,0.85,2025-10,4169.02,8.338,1,10,146,0.4041
5.0,0.85,2025-11,-29160.07,-58.32,1,10,149,0.3624
5.0,0.85,2025-12,25142.25,50.285,1,10,172,0.4186
5.0,0.85,2026-01,-33272.4,-66.545,1,10,156,0.3013
5.0,0.85,2026-02,1408.31,2.817,1,10,174,0.408
5.0,0.85,2026-03,24867.15,49.734,1,10,142,0.3451
5.0,0.85,2026-04,-27518.14,-55.036,1,10,115,0.3739
5.0,0.85,2026-05,-3695.21,-7.39,1,10,139,0.3885
5.0,0.85,2026-06,-1707.3,-3.415,1,10,171,0.4152
5.0,0.85,2026-07,-1749.56,-3.499,1,10,177,0.4124
5.0,0.85,2026-08,-5144.21,-10.288,1,10,195,0.4103
5.0,0.85,2026-09,-7524.3,-15.049,1,10,37,0.2703
5.0,0.9,2025-09,32641.35,65.283,1,10,101,0.5149
5.0,0.9,2025-10,-11047.84,-22.096,1,10,106,0.3585
5.0,0.9,2025-11,-27204.45,-54.409,1,10,115,0.3739
5.0,0.9,2025-12,9577.31,19.155,1,10,144,0.4167
5.0,0.9,2026-01,-6004.69,-12.009,1,10,115,0.2957
5.0,0.9,2026-02,30081.97,60.164,1,10,132,0.4621
5.0,0.9,2026-03,111087.9,222.176,1,10,111,0.3604
5.0,0.9,2026-04,-89194.35,-178.389,1,10,87,0.3333
5.0,0.9,2026-05,-17848.95,-35.698,1,10,104,0.3654
5.0,0.9,2026-06,-7748.21,-15.496,1,10,130,0.4077
5.0,0.9,2026-07,22175.21,44.35,1,10,137,0.438
5.0,0.9,2026-08,24066.53,48.133,1,10,149,0.4631
5.0,0.9,2026-09,-29276.1,-58.552,1,10,27,0.2963
5.0,0.95,2025-09,19974.94,39.95,1,10,78,0.5
5.0,0.95,2025-10,-636.56,-1.273,1,10,76,0.3421
5.0,0.95,2025-11,-8522.85,-17.046,1,10,85,0.4
5.0,0.95,2025-12,42223.91,84.448,1,10,106,0.4245
5.0,0.95,2026-01,2682.23,5.364,1,10,82,0.3171
5.0,0.95,2026-02,74953.2,149.906,1,10,95,0.4842
5.0,0.95,2026-03,224244.83,448.49,1,10,89,0.3258
5.0,0.95,2026-04,-178551.98,-357.104,1,10,67,0.3433
5.0,0.95,2026-05,-51034.46,-102.069,1,10,79,0.3797
5.0,0.95,2026-06,21039.11,42.078,1,10,96,0.3854
5.0,0.95,2026-07,148766.63,297.533,1,10,102,0.5
5.0,0.95,2026-08,-23806.39,-47.613,1,10,125,0.44
5.0,0.95,2026-09,-48053.51,-96.107,1,10,20,0.35
5.0,1.0,2025-09,25670.4,51.341,1,10,51,0.4902
5.0,1.0,2025-10,14566.91,29.134,1,10,55,0.4182
5.0,1.0,2025-11,1996.05,3.992,1,10,65,0.4154
5.0,1.0,2025-12,45805.99,91.612,1,10,79,0.443
5.0,1.0,2026-01,-13048.09,-26.096,1,10,59,0.2712
5.0,1.0,2026-02,106502.29,213.005,1,10,63,0.5079
5.0,1.0,2026-03,358714.39,717.429,1,10,63,0.3333
5.0,1.0,2026-04,-219136.05,-438.272,1,10,48,0.3333
5.0,1.0,2026-05,-82386.68,-164.773,1,10,57,0.386
5.0,1.0,2026-06,40934.25,81.868,1,10,74,0.3919
5.0,1.0,2026-07,347289.08,694.578,1,10,74,0.527
5.0,1.0,2026-08,-2848.39,-5.697,1,10,97,0.4227
5.0,1.0,2026-09,-99242.32,-198.485,1,10,15,0.3333
5.0,0.8,2025-09,6507.11,13.014,2,10,183,0.4536
5.0,0.8,2025-10,-12522.56,-25.045,2,10,215,0.4
5.0,0.8,2025-11,-30861.6,-61.723,2,10,242,0.3802
5.0,0.8,2025-12,-5420.62,-10.841,2,10,261,0.4023
5.0,0.8,2026-01,-4138.84,-8.278,2,10,235,0.3489
